1	4
2	3
3	3
4	3
5	3
6	3
7	3
8	3
9	3
10	3
11	3
12	3
13	2
14	3
15	2
16	3
17	3
18	2
19	3
20	2
21	2
22	2
23	2
24	3
25	3
26	3
27	2
28	2
29	3
30	2
31	3
32	3
33	3
34	2
35	3
36	3
37	3
38	3
39	3
40	3
41	3
42	3
43	3
44	3
45	3
46	3
47	3
48	3
49	2
50	3
51	3
52	2
53	2
54	3
55	3
56	3
57	3
58	3
59	3
60	3
61	2
62	3
63	2
64	3
65	3
66	2
67	2
68	3
69	2
70	2
71	2
72	2
73	2
74	2
75	3
76	3
77	3
78	2
79	3
80	2
81	3
82	3
83	3
84	2
85	2
86	3
87	2
88	3
89	2
90	3
91	3
92	2
93	3
94	3
95	3
96	2
97	2
98	3
99	2
100	2
101	2
102	3
103	2
104	2
105	2
106	3
107	3
108	2
109	2
110	2
111	3
112	2
113	2
114	3
115	2
116	3
117	2
118	2
119	3
120	3
121	2
122	3
123	2
124	2
125	3
126	2
127	2
128	2
129	3
130	3
131	2
132	2
133	2
134	3
135	3
136	2
137	2
138	3
139	3
140	3
141	2
142	2
143	3
144	2
145	3
146	2
147	2
148	2
149	2
150	2
151	2
152	3
153	2
154	3
155	2
156	2
157	3
158	2
159	2
160	2
161	2
162	2
163	2
164	2
165	2
166	3
167	2
168	2
169	2
170	2
171	2
172	3
173	2
174	2
175	3
176	2
177	2
178	2
179	2
180	2
181	2
182	2
183	2
184	2
185	3
186	2
187	2
188	2
189	2
190	2
191	2
192	2
193	2
194	2
195	3
196	2
197	2
198	2
199	2
200	2
201	2
202	2
203	2
204	2
205	2
206	2
207	2
208	2
209	2
210	2
211	2
212	2
213	2
214	2
215	2
216	2
217	3
218	2
219	2
220	2
221	0
222	0
223	0
224	0
225	0
226	0
227	0
228	0
229	0
230	0
231	0
232	0
233	0
234	0
235	0
236	0
237	0
238	0
239	0
240	0
241	0
242	0
243	0
244	0
245	0
246	0
247	0
248	1
249	0
250	0
251	0
252	1
253	0
254	0
255	0
256	0
257	1
258	0
259	0
260	0
261	0
262	0
263	1
264	0
265	0
266	0
267	1
268	0
269	0
270	0
271	0
272	0
273	0
274	0
275	0
276	0
277	2
278	0
279	0
280	0
281	0
282	0
283	0
284	0
285	0
286	0
287	1
288	0
289	0
290	0
291	0
292	0
293	0
294	0
295	0
296	0
297	0
298	0
299	0
300	1
301	0
302	0
303	0
304	0
305	0
306	1
307	0
308	0
309	0
310	1
311	0
312	0
313	0
314	1
315	0
316	0
317	1
318	0
319	1
320	0
321	1
322	0
323	0
324	0
325	0
326	0
327	1
328	0
329	0
330	0
331	0
332	0
333	0
334	0
335	0
336	0
337	0
338	0
339	0
340	0
341	1
342	0
343	1
344	0
345	0
346	0
347	0
349	1
350	1
351	1
352	1
353	1
354	1
355	1
356	1
357	1
358	1
359	1
360	1
361	1
362	1
363	1
364	2
365	1
366	1
367	1
368	1
369	1
370	1
371	1
372	1
373	1
374	1
375	2
376	2
377	1
378	1
379	3
380	1
381	1
382	1
383	1
384	1
385	1
386	1
387	1
388	1
389	1
390	1
391	1
392	1
393	1
394	1
395	1
396	1
397	1
398	1
399	1
400	1
401	1
402	1
403	1
404	1
405	1
406	1
407	1
408	1
409	1
410	1
411	1
412	1
413	1
414	2
415	1
416	1
417	1
418	1
419	1
420	1
421	1
422	1
423	1
424	1
425	1
426	1
427	1
428	1
429	1
430	0
431	0
432	1
433	1
435	0
436	0
437	1
438	1
441	0
442	0
443	0
444	1
445	0
446	0
448	2
449	0
450	1
452	1
453	0
454	1
458	0
459	0
460	1
462	0
463	0
465	0
467	0
468	0
469	0
470	0
471	0
472	0
473	1
475	0
479	0
480	0
481	0
482	0
483	1
484	0
485	0
487	0
488	0
489	0
490	0
491	0
493	0
494	0
495	1
496	0
497	0
498	0
499	0
500	0
501	0
502	1
503	1
504	0
505	0
506	1
507	0
508	0
509	0
510	1
511	1
512	0
513	1
514	0
516	0
517	0
518	0
519	0
520	0
521	0
522	0
523	0
524	0
526	0
531	1
532	0
533	0
534	0
535	0
536	1
537	0
538	0
539	0
540	0
541	0
542	1
543	0
544	0
545	0
546	1
547	0
548	0
549	1
550	1
551	0
552	0
553	0
554	0
555	1
557	0
558	0
559	1
560	0
561	1
562	1
563	0
564	1
566	1
567	0
568	0
569	1
570	0
572	0
573	1
574	0
576	0
577	0
578	0
579	0
580	0
581	0
582	0
583	0
584	0
586	0
587	0
589	0
590	0
592	0
593	0
594	0
595	0
596	1
598	0
601	0
602	0
603	2
604	1
605	0
607	0
609	0
611	0
614	0
615	0
617	0
618	0
619	0
622	0
624	0
625	0
626	0
628	1
629	0
630	0
634	0
635	0
637	0
639	0
640	0
644	0
645	0
647	0
650	0
660	0
661	0
662	0
664	0
665	0
666	1
667	0
668	1
671	0
672	1
673	0
674	0
675	1
679	1
683	1
684	1
686	0
687	0
688	0
690	0
691	0
693	1
694	0
696	2
701	0
702	0
704	0
705	1
706	0
707	0
708	0
710	0
713	1
715	0
718	1
719	0
720	1
723	0
724	1
727	1
731	0
732	0
734	0
744	0
746	0
747	0
748	0
749	0
752	0
753	0
754	0
755	0
756	0
757	0
758	0
761	0
762	0
763	0
764	0
765	0
767	0
768	0
769	0
770	0
771	0
774	0
775	0
776	0
777	0
778	0
779	1
780	0
781	0
782	0
784	0
786	0
787	0
788	0
789	0
790	0
791	0
798	0
799	0
800	0
801	0
802	1
804	0
805	0
806	0
807	0
808	0
809	0
810	0
812	0
814	0
816	0
818	0
819	0
821	0
822	0
824	0
831	0
832	1
833	0
837	0
840	0
845	0
846	1
848	0
851	1
861	0
862	0
863	0
864	1
865	0
866	1
867	0
868	0
869	1
870	0
871	0
873	0
874	0
875	0
876	1
877	0
878	1
880	0
881	1
882	0
883	0
884	1
885	0
886	1
887	0
888	0
889	0
890	0
891	0
894	0
895	0
896	0
897	1
898	0
899	0
900	0
901	1
902	0
903	1
904	0
905	0
906	0
907	0
908	0
909	0
910	0
911	0
913	0
914	1
915	0
916	0
917	0
918	0
919	0
921	0
922	0
923	0
926	1
927	1
930	0
931	0
933	1
936	0
937	0
938	0
939	0
941	0
949	0
951	0
955	0
956	0
957	0
962	0
966	0
969	0
973	0
977	0
978	0
979	0
1003	0
1004	0
1005	0
1006	0
1007	0
1008	0
1009	0
1010	0
1011	0
1012	0
1013	0
1014	0
1015	0
1016	0
1017	0
1018	0
1019	0
1020	0
1021	0
1022	0
1023	0
1024	0
1025	0
1026	0
1027	0
1028	0
1029	0
1030	0
1031	0
1032	0
1033	0
1034	0
1035	0
1036	0
1037	0
1038	0
1039	0
1040	0
1041	0
1042	0
1043	0
1044	0
1045	0
1046	1
1047	0
1048	0
1049	0
1050	0
1051	0
1052	0
1053	0
1054	0
1055	0
1056	0
1057	0
1058	0
1059	0
1060	0
1061	0
1062	0
1063	0
1064	0
1065	0
1066	0
1067	0
1068	0
1069	0
1070	0
1071	0
1072	0
1073	0
1074	0
1075	0
1076	0
1077	0
1078	0
1079	0
1080	0
1081	0
1082	0
1083	0
1084	0
1085	0
1086	0
1087	0
1088	0
1089	0
1090	0
